Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Martensite Start Temperature - MS - (°C),composition,Hf (at.%)
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009,36,49,278,Ni36.0Ti49.0Hf15.0 %,15
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,40,50,108,Ni40.0Ti50.0Hf10.0 %,10
J. Rao; T. Roberts; K. Lawson and J. Nicholls,Surface and Coatings Technology,Nickel titanium and nickel titanium hafnium shape memory alloy thin films,2010,40,30,99,Ni40.0Ti30.0Hf30.0 %,30
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,40,50,141,Ni40.0Ti50.0Hf10.0 %,10
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,40,53.6,10,Ni40.0Ti53.6Hf6.4 %,6.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,40,51.7,17,Ni40.0Ti51.7Hf8.3 %,8.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,40,50.7,28,Ni40.0Ti50.7Hf9.3 %,9.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,40,48.3,29,Ni40.0Ti48.3Hf11.7 %,11.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,40,45.7,41,Ni40.0Ti45.7Hf14.3 %,14.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,40,43.2,58,Ni40.0Ti43.2Hf16.8 %,16.8
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,40,50,110,Ni40.0Ti50.0Hf10.0 %,10
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009,41,49,154,Ni41.0Ti49.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,33,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,26,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,25,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,27,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,43,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,58,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,74,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,50,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,49,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,49,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,48,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,55,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,60,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,76,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,61,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,56,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,57,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,62,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,62,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,67,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,78,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,76,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,73,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,71,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,71,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,75,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,78,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,83,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,84,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,81,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,82,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,83,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,84,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,82,Ni42.0Ti48.0Hf10.0 %,10
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000,42,48,85,Ni42.0Ti48.0Hf10.0 %,10
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,42.5,52.6,26,Ni42.5Ti52.6Hf4.9 %,4.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,42.5,50.6,23,Ni42.5Ti50.6Hf6.9 %,6.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,42.5,46.9,36,Ni42.5Ti46.9Hf10.6 %,10.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,42.5,44.7,38,Ni42.5Ti44.7Hf12.8 %,12.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,42.5,42.4,56,Ni42.5Ti42.4Hf15.1 %,15.1
J. H. Mulder; J. Beyer; P. Donner and J. Peterseim,Shape Memory and Superelastic Technologies,On the High Temperature Shape Memory Capabilities of Ni-(TiZr) and Ni-(TiHf) Alloys,1994,43,42,233,Ni43.0Ti42.0Hf15.0 %,15
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009,44,49,91,Ni44.0Ti49.0Hf7.0 %,7
Y. Tong; Y. Liu and J. Miao,Thin Solid Films,Phase transformation in NiTiHf shape memory alloy thin films,2008,45,32,190,Ni45.0Ti32.0Hf23.0 %,23
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,51.3,30,Ni45.0Ti51.3Hf3.7 %,3.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,49.2,37,Ni45.0Ti49.2Hf5.8 %,5.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,48.6,45,Ni45.0Ti48.6Hf6.4 %,6.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,46.4,38,Ni45.0Ti46.4Hf8.6 %,8.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,44.4,38,Ni45.0Ti44.4Hf10.6 %,10.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,41.6,52,Ni45.0Ti41.6Hf13.4 %,13.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,45,39.1,69,Ni45.0Ti39.1Hf15.9 %,15.9
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007,45,40,90,Ni45.0Ti40.0Hf15.0 %,15
S.-W. Kim; J. W. Jo; C. H. Park; J.-K. Hong; J.-T. Yeom and H.-G. Kim,Materials Science and Engineering: A,Fracture toughness of TiNiHf alloys: A hybrid study using in-situ transmission electron microscopy experiments and finite element analyses,2016,46,39,237,Ni46.0Ti39.0Hf15.0 %,15
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,46,44,108,Ni46.0Ti44.0Hf10.0 %,10
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009,46,49,79,Ni46.0Ti49.0Hf5.0 %,5
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007,46,39,91,Ni46.0Ti39.0Hf15.0 %,15
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,46,44,109,Ni46.0Ti44.0Hf10.0 %,10
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995,46.1,28.8,298,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995,46.8,23.3,409,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995,46.9,33.2,199,Ni46.9Ti33.2Hf19.9 %,19.9
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,47,43,111,Ni47.0Ti43.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,47,43,100,Ni47.0Ti43.0Hf10.0 %,10
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004,47.1,38.2,174,Ni47.1Ti38.2Hf14.7 %,14.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,49.6,54,Ni47.5Ti49.6Hf2.9 %,2.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,47.1,51,Ni47.5Ti47.1Hf5.4 %,5.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,45.4,49,Ni47.5Ti45.4Hf7.1 %,7.1
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,42.7,44,Ni47.5Ti42.7Hf9.8 %,9.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,40.5,48,Ni47.5Ti40.5Hf12.0 %,12
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,38,66,Ni47.5Ti38.0Hf14.5 %,14.5
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011,47.5,35.5,73,Ni47.5Ti35.5Hf17.0 %,17
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007,47.5,37.5,88,Ni47.5Ti37.5Hf15.0 %,15
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005,47.9,35.7,125,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005,47.9,35.7,162,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005,47.9,35.7,177,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005,47.9,35.7,171,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu and J. Miao,Thin Solid Films,Phase transformation in NiTiHf shape memory alloy thin films,2008,47.9,35.7,130,Ni47.9Ti35.7Hf16.4 %,16.4
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,48,42,103,Ni48.0Ti42.0Hf10.0 %,10
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009,48,49,76,Ni48.0Ti49.0Hf3.0 %,3
Y. Tong; Y. Liu and J. Miao,Thin Solid Films,Phase transformation in NiTiHf shape memory alloy thin films,2008,48,37.7,103,Ni48.0Ti37.7Hf14.3 %,14.3
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007,48,37,96,Ni48.0Ti37.0Hf15.0 %,15
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996,48,51,69,Ni48.0Ti51.0Hf1.0 %,1
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996,48,46,65,Ni48.0Ti46.0Hf6.0 %,6
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996,48,39.5,151,Ni48.0Ti39.5Hf12.5 %,12.5
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996,48,37,213,Ni48.0Ti37.0Hf15.0 %,15
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996,48,32,301,Ni48.0Ti32.0Hf20.0 %,20
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996,48,27,412,Ni48.0Ti27.0Hf25.0 %,25
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,48,42,101,Ni48.0Ti42.0Hf10.0 %,10
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995,48.3,45.5,79,Ni48.3Ti45.5Hf6.2 %,6.2
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994,48.5,50.5,60,Ni48.5Ti50.5Hf1.0 %,1
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994,48.5,46.5,79,Ni48.5Ti46.5Hf5.0 %,5
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994,48.5,36.5,199,Ni48.5Ti36.5Hf15.0 %,15
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994,48.5,31.5,299,Ni48.5Ti31.5Hf20.0 %,20
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994,48.5,26.5,409,Ni48.5Ti26.5Hf25.0 %,25
G. K. Rasmussen; F. Chang; J. Zhang and T. J. Gold,US6592724B1,Method for producing NiTiHf alloy films by sputtering,2003,48.5,35.5,153,Ni48.5Ti35.5Hf16.0 %,16
G. K. Rasmussen; F. Chang; J. Zhang and T. J. Gold,US6592724B1,Method for producing NiTiHf alloy films by sputtering,2003,48.5,35.5,178,Ni48.5Ti35.5Hf16.0 %,16
X. D. Han; W. H. Zou; R. Wang; Z. Zhang and D. Z. Yang,Acta Materialia,Structure and substructure of martensite in a Ti36.5Ni48.5Hf15 high temperature shape memory alloy,1996,48.5,36.5,200,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,205,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,197,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,203,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,198,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,201,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,198,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,36.5,199,Ni48.5Ti36.5Hf15.0 %,15
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,409,Ni48.5Ti21.5Hf30.0 %,30
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,399,Ni48.5Ti21.5Hf30.0 %,30
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,407,Ni48.5Ti21.5Hf30.0 %,30
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,400,Ni48.5Ti21.5Hf30.0 %,30
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,405,Ni48.5Ti21.5Hf30.0 %,30
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,400,Ni48.5Ti21.5Hf30.0 %,30
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994,48.5,21.5,403,Ni48.5Ti21.5Hf30.0 %,30
S. Han; W. Zou; S. Jin; Z. Zhang and D. Yang,Scripta Metallurgica et Materialia,The studies of the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1995,48.5,36.5,200,Ni48.5Ti36.5Hf15.0 %,15
X. D. Han; Z. Zhang and T. Li,International Symposium on Shape Memory Materials,The studies of the microstructure and the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1994,48.5,36.5,200,Ni48.5Ti36.5Hf15.0 %,15
Q. Wei; X. D. Han and Z. Zhang,Materials Letters,The substructures of martensite in a TiNiHf10 high temperature shape memory alloy,2006,48.5,41.5,150,Ni48.5Ti41.5Hf10.0 %,10
J. H. Mulder; J. Beyer; P. Donner and J. Peterseim,Shape Memory and Superelastic Technologies,On the High Temperature Shape Memory Capabilities of Ni-(TiZr) and Ni-(TiHf) Alloys,1994,48.7,36.8,182,Ni48.7Ti36.8Hf14.5 %,14.5
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998,48.8,33.7,76,Ni48.8Ti33.7Hf17.5 %,17.5
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995,48.8,50.1,60,Ni48.8Ti50.1Hf1.1 %,1.1
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,211,Ni49.0Ti36.0Hf15.0 %,15
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,208,Ni49.0Ti36.0Hf15.0 %,15
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,206,Ni49.0Ti36.0Hf15.0 %,15
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,205,Ni49.0Ti36.0Hf15.0 %,15
