Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Martensite Start Temperature - MS - (°C),composition,Hf (at.%)
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,20,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,-10,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,34,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,11,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,40,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,56,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,48,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,60,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,48,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,67,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,114,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,67,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,100,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,93,Ni50.3Ti34.7Hf15.0 %,15
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012,50.3,34.7,104,Ni50.3Ti34.7Hf15.0 %,15
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015,50.3,29.7,222,Ni50.3Ti29.7Hf20.0 %,20
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015,50.3,29.7,222,Ni50.3Ti29.7Hf20.0 %,20
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015,50.3,29.7,174,Ni50.3Ti29.7Hf20.0 %,20
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015,50.3,29.7,133,Ni50.3Ti29.7Hf20.0 %,20
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015,50.3,29.7,193,Ni50.3Ti29.7Hf20.0 %,20
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015,50.3,29.7,179,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,118,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,105,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,109,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,103,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,102,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,103,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,97,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,98,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,114,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,118,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,152,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,127,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,157,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,142,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,165,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,149,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,163,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,172,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,156,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,137,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,151,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,152,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,162,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,171,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,180,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,195,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,217,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,226,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,205,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,233,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,191,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,196,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,210,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,222,Ni50.3Ti29.7Hf20.0 %,20
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013,50.3,29.7,234,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019,50.3,29.7,160,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019,50.3,29.7,150,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019,50.3,29.7,204,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019,50.3,29.7,225,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019,50.3,29.7,204,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; A. Demblon; R. W. Wheeler; D. C. Lagoudas and I. Karaman,AIAA Scitech 2019 Forum,Effects of testing parameters on the fatigue performance NiTiHf high temperature shape memory alloys,2019,50.3,29.7,250,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,169,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,191,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,149,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,190,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,221,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,209,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,156,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,187,Ni50.3Ti29.7Hf20.0 %,20
O. Karakoc; C. Hayrettin; M. Bass; S. J. Wang; D. Canadinc; J. H. Mabe; D. C. Lagoudas and I. Karaman,Acta Materialia,Effects of upper cycle temperature on the actuation fatigue response of NiTiHf high temperature shape memory alloys,2017,50.3,29.7,168,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,178,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,178,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,173,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,175,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,178,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,205,Ni50.3Ti29.7Hf20.0 %,20
F. R. Phillips; R. W. Wheeler; A. B. Geltmacher and D. C. Lagoudas,International Journal of Fatigue,Evolution of internal damage during actuation fatigue in shape memory alloys,2019,50.3,29.7,242,Ni50.3Ti29.7Hf20.0 %,20
B. Haghgouyan; B. Young; I. Karaman and D. Lagoudas,Behavior and Mechanics of Multifunctional Materials XIII,Fracture toughness of martensitic NiTiHf high-temperature shape memory alloy,2019,50.3,29.7,135,Ni50.3Ti29.7Hf20.0 %,20
S.-W. Kim; J. W. Jo; C. H. Park; J.-K. Hong; J.-T. Yeom and H.-G. Kim,Materials Science and Engineering: A,Fracture toughness of TiNiHf alloys: A hybrid study using in-situ transmission electron microscopy experiments and finite element analyses,2016,50.3,34.7,100,Ni50.3Ti34.7Hf15.0 %,15
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,340,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,298,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,308,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,301,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,310,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,306,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,308,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,308,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,313,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,309,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,317,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,319,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,323,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,322,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,324,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,319,Ni50.3Ti25.0Hf24.7 %,24.7
W. Abuzaid and H. Sehitoglu,Materials Science and Engineering: A,Functional fatigue of Ni50.3Ti25Hf24.7 – Heterogeneities and evolution of local transformation strains,2017,50.3,25,325,Ni50.3Ti25.0Hf24.7 %,24.7
M. Prasher and D. Sen,Journal of Alloys and Compounds,Influence of aging on phase transformation and microstructure of Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2014,50.3,29.7,142,Ni50.3Ti29.7Hf20.0 %,20
