Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heat Treat 1 Temperature (°C),composition,Hf (at.%)
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,35.0,50.0,950.0,Ni35.0Ti50.0Hf15.0 %,15.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,36.0,49.0,900.0,Ni36.0Ti49.0Hf15.0 %,15.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,40.0,50.0,650.0,Ni40.0Ti50.0Hf10.0 %,10.0
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999.0,40.0,50.0,900.0,Ni40.0Ti50.0Hf10.0 %,10.0
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999.0,40.0,50.0,900.0,Ni40.0Ti50.0Hf10.0 %,10.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,53.6,550.0,Ni40.0Ti53.6Hf6.4 %,6.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,51.7,550.0,Ni40.0Ti51.7Hf8.3 %,8.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,50.7,550.0,Ni40.0Ti50.7Hf9.3 %,9.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,48.3,550.0,Ni40.0Ti48.3Hf11.7 %,11.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,45.7,550.0,Ni40.0Ti45.7Hf14.3 %,14.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,43.2,550.0,Ni40.0Ti43.2Hf16.8 %,16.8
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,40.0,50.0,950.0,Ni40.0Ti50.0Hf10.0 %,10.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,41.0,49.0,900.0,Ni41.0Ti49.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,900.0,Ni42.0Ti48.0Hf10.0 %,10.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,52.6,550.0,Ni42.5Ti52.6Hf4.9 %,4.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,50.6,550.0,Ni42.5Ti50.6Hf6.9 %,6.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,46.9,550.0,Ni42.5Ti46.9Hf10.6 %,10.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,44.7,550.0,Ni42.5Ti44.7Hf12.8 %,12.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,42.4,550.0,Ni42.5Ti42.4Hf15.1 %,15.1
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,42.5,42.5,950.0,Ni42.5Ti42.5Hf15.0 %,15.0
J. H. Mulder; J. Beyer; P. Donner and J. Peterseim,Shape Memory and Superelastic Technologies,On the High Temperature Shape Memory Capabilities of Ni-(TiZr) and Ni-(TiHf) Alloys,1994.0,43.0,42.0,800.0,Ni43.0Ti42.0Hf15.0 %,15.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,44.0,49.0,900.0,Ni44.0Ti49.0Hf7.0 %,7.0
Y. Tong; Y. Liu and J. Miao,Thin Solid Films,Phase transformation in NiTiHf shape memory alloy thin films,2008.0,45.0,32.0,550.0,Ni45.0Ti32.0Hf23.0 %,23.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,51.3,550.0,Ni45.0Ti51.3Hf3.7 %,3.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,49.2,550.0,Ni45.0Ti49.2Hf5.8 %,5.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,48.6,550.0,Ni45.0Ti48.6Hf6.4 %,6.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,46.4,550.0,Ni45.0Ti46.4Hf8.6 %,8.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,44.4,550.0,Ni45.0Ti44.4Hf10.6 %,10.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,41.6,550.0,Ni45.0Ti41.6Hf13.4 %,13.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,39.1,550.0,Ni45.0Ti39.1Hf15.9 %,15.9
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,45.0,40.0,550.0,Ni45.0Ti40.0Hf15.0 %,15.0
S.-W. Kim; J. W. Jo; C. H. Park; J.-K. Hong; J.-T. Yeom and H.-G. Kim,Materials Science and Engineering: A,Fracture toughness of TiNiHf alloys: A hybrid study using in-situ transmission electron microscopy experiments and finite element analyses,2016.0,46.0,39.0,900.0,Ni46.0Ti39.0Hf15.0 %,15.0
S.-W. Kim; J. W. Jo; C. H. Park; J.-K. Hong; J.-T. Yeom and H.-G. Kim,Materials Science and Engineering: A,Fracture toughness of TiNiHf alloys: A hybrid study using in-situ transmission electron microscopy experiments and finite element analyses,2016.0,46.0,39.0,900.0,Ni46.0Ti39.0Hf15.0 %,15.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,46.0,44.0,650.0,Ni46.0Ti44.0Hf10.0 %,10.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,46.0,49.0,900.0,Ni46.0Ti49.0Hf5.0 %,5.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,46.0,39.0,550.0,Ni46.0Ti39.0Hf15.0 %,15.0
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,46.0,44.0,950.0,Ni46.0Ti44.0Hf10.0 %,10.0
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.1,28.8,1000.0,Ni46.1Ti28.8Hf25.1 %,25.1
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.8,23.3,1000.0,Ni46.8Ti23.3Hf29.9 %,29.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,1000.0,Ni46.9Ti33.2Hf19.9 %,19.9
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,47.0,43.0,650.0,Ni47.0Ti43.0Hf10.0 %,10.0
V. I. Kolomytsev,Scripta Metallurgica et Materialia,The effect of alloying by 3d; 4d; 5d transition metal klements on martensite transformation temperatures in compound TiNi,1994.0,47.0,52.1,1000.0,Ni47.0Ti52.1Hf0.9 %,0.9
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,47.0,43.0,950.0,Ni47.0Ti43.0Hf10.0 %,10.0
V. I. Kolomytsev,Scripta Metallurgica et Materialia,The effect of alloying by 3d; 4d; 5d transition metal klements on martensite transformation temperatures in compound TiNi,1994.0,47.1,52.0,1000.0,Ni47.1Ti52.0Hf0.9 %,0.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,49.6,550.0,Ni47.5Ti49.6Hf2.9 %,2.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,47.1,550.0,Ni47.5Ti47.1Hf5.4 %,5.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,45.4,550.0,Ni47.5Ti45.4Hf7.1 %,7.1
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,42.7,550.0,Ni47.5Ti42.7Hf9.8 %,9.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,40.5,550.0,Ni47.5Ti40.5Hf12.0 %,12.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,38.0,550.0,Ni47.5Ti38.0Hf14.5 %,14.5
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,35.5,550.0,Ni47.5Ti35.5Hf17.0 %,17.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,47.5,37.5,550.0,Ni47.5Ti37.5Hf15.0 %,15.0
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,600.0,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,650.0,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,700.0,Ni47.9Ti35.7Hf16.4 %,16.4
