Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heat Treat 1 Temperature (°C),composition,Hf (at.%)
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999.0,50.0,32.0,800.0,Ni50.0Ti32.0Hf18.0 %,18.0
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,50.0,40.0,950.0,Ni50.0Ti40.0Hf10.0 %,10.0
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,50.0,35.0,950.0,Ni50.0Ti35.0Hf15.0 %,15.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,50.0,40.0,950.0,Ni50.0Ti40.0Hf10.0 %,10.0
T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,50.0,45.0,1050.0,Ni50.0Ti45.0Hf5.0 %,5.0
T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,50.0,40.0,1050.0,Ni50.0Ti40.0Hf10.0 %,10.0
T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,50.0,35.0,1050.0,Ni50.0Ti35.0Hf15.0 %,15.0
