Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heating Rate (°C/min),composition,Hf (at.%)
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.2,40.8,10.0,Ni49.2Ti40.8Hf10.0 %,10.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.2,29.7,10.0,Ni49.2Ti29.7Hf21.1 %,21.1
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,49.3,30.9,10.0,Ni49.3Ti30.9Hf19.8 %,19.8
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.3,26.3,10.0,Ni49.3Ti26.3Hf24.4 %,24.4
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.4,40.6,10.0,Ni49.4Ti40.6Hf10.0 %,10.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,49.4,38.6,10.0,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,49.4,38.6,10.0,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,49.4,38.6,10.0,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,49.4,38.6,10.0,Ni49.4Ti38.6Hf12.0 %,12.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,49.4,38.6,10.0,Ni49.4Ti38.6Hf12.0 %,12.0
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,49.4,20.7,10.0,Ni49.4Ti20.7Hf29.9 %,29.9
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,49.4,35.9,5.0,Ni49.4Ti35.900000000000006Hf14.7 %,14.7
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.4,40.2,10.0,Ni49.4Ti40.2Hf10.4 %,10.4
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,49.42,35.95,5.0,Ni49.42Ti35.95Hf14.63 %,14.63
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,49.42,35.95,5.0,Ni49.42Ti35.95Hf14.63 %,14.63
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,49.42,35.95,5.0,Ni49.42Ti35.95Hf14.63 %,14.63
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.5,34.9,10.0,Ni49.5Ti34.9Hf15.6 %,15.6
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,49.5,30.5,20.0,Ni49.5Ti30.5Hf20.0 %,20.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,49.5,30.5,20.0,Ni49.5Ti30.5Hf20.0 %,20.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,49.5,30.5,10.0,Ni49.5Ti30.5Hf20.0 %,20.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,49.5,35.5,50.0,Ni49.5Ti35.5Hf15.0 %,15.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,49.5,34.9,50.0,Ni49.5Ti34.9Hf15.6 %,15.6
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,10.0,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,10.0,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,10.0,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,10.0,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,10.0,Ni49.5Ti40.5Hf10.0 %,10.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,49.5,40.5,10.0,Ni49.5Ti40.5Hf10.0 %,10.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,49.5,35.5,10.0,Ni49.5Ti35.5Hf15.0 %,15.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.6,40.4,10.0,Ni49.6Ti40.4Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.6,40.4,10.0,Ni49.6Ti40.4Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.6,40.4,10.0,Ni49.6Ti40.4Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.6,40.4,10.0,Ni49.6Ti40.4Hf10.0 %,10.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,49.6,45.2,10.0,Ni49.6Ti45.2Hf5.2 %,5.2
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,49.7,24.1,10.0,Ni49.7Ti24.1Hf26.2 %,26.2
C. Zhao; Y. Jin; S. Zhao and Q. Hou,Vacuum,Crystallization and microstructural evolution of an amorphous Ni–Ti–Hf film,2017.0,49.78,35.13,10.0,Ni49.78Ti35.13Hf15.09 %,15.09
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.8,40.2,10.0,Ni49.8Ti40.2Hf10.0 %,10.0
K. Chastaing; P. Vermaut; P. Ochin; C. Segui; J. Y. Laval and R. Portier,Materials Science and Engineering: A,Effect of Cu and Hf additions on NiTi martensitic transformation,2006.0,49.8,40.2,10.0,Ni49.8Ti40.2Hf10.0 %,10.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,42.2,5.0,Ni49.8Ti42.2Hf8.0 %,8.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,40.7,5.0,Ni49.8Ti40.7Hf9.5 %,9.5
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,39.2,5.0,Ni49.8Ti39.2Hf11.0 %,11.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,35.2,5.0,Ni49.8Ti35.2Hf15.0 %,15.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,49.8,30.2,5.0,Ni49.8Ti30.2Hf20.0 %,20.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.8,40.2,10.0,Ni49.8Ti40.2Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.8,40.2,10.0,Ni49.8Ti40.2Hf10.0 %,10.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,49.8,40.2,10.0,Ni49.8Ti40.2Hf10.0 %,10.0
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,49.8,34.4,10.0,Ni49.8Ti34.4Hf15.8 %,15.8
F. Dalle; G. Despert; P. Vermaut; R. Portier; A. Dezellus; P. Plaindoux and P. Ochin,Materials Science and Engineering: A,Ni49.8Ti42.2Hf8 shape memory alloy strips production by the twin roll casting technique,2003.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,48.2,10.0,Ni49.8Ti48.2Hf2.0 %,2.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,46.2,10.0,Ni49.8Ti46.2Hf4.0 %,4.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,44.2,10.0,Ni49.8Ti44.2Hf6.0 %,6.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,40.2,10.0,Ni49.8Ti40.2Hf10.0 %,10.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,39.2,10.0,Ni49.8Ti39.2Hf11.0 %,11.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,35.2,10.0,Ni49.8Ti35.2Hf15.0 %,15.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,49.8,30.2,10.0,Ni49.8Ti30.2Hf20.0 %,20.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,10.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,15.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,15.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,15.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,15.0,Ni49.8Ti42.2Hf8.0 %,8.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,49.8,42.2,15.0,Ni49.8Ti42.2Hf8.0 %,8.0
