Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heating Rate (°C/min),composition,Hf (at.%)
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,35.0,50.0,10.0,Ni35.0Ti50.0Hf15.0 %,15.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,36.0,49.0,20.0,Ni36.0Ti49.0Hf15.0 %,15.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,40.0,50.0,10.0,Ni40.0Ti50.0Hf10.0 %,10.0
J. Rao; T. Roberts; K. Lawson and J. Nicholls,Surface and Coatings Technology,Nickel titanium and nickel titanium hafnium shape memory alloy thin films,2010.0,40.0,30.0,5.0,Ni40.0Ti30.0Hf30.0 %,30.0
J. Rao; T. Roberts; K. Lawson and J. Nicholls,Surface and Coatings Technology,Nickel titanium and nickel titanium hafnium shape memory alloy thin films,2010.0,40.0,30.0,5.0,Ni40.0Ti30.0Hf30.0 %,30.0
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999.0,40.0,50.0,5.0,Ni40.0Ti50.0Hf10.0 %,10.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,53.6,5.0,Ni40.0Ti53.6Hf6.4 %,6.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,51.7,5.0,Ni40.0Ti51.7Hf8.3 %,8.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,50.7,5.0,Ni40.0Ti50.7Hf9.3 %,9.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,48.3,5.0,Ni40.0Ti48.3Hf11.7 %,11.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,45.7,5.0,Ni40.0Ti45.7Hf14.3 %,14.3
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,40.0,43.2,5.0,Ni40.0Ti43.2Hf16.8 %,16.8
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,40.0,50.0,10.0,Ni40.0Ti50.0Hf10.0 %,10.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,41.0,49.0,20.0,Ni41.0Ti49.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
C. Zhang; P. E. Thoma and R. H. Zee,Materials Research Society,High Hf content NiTiHf Shape Memory Alloys,2000.0,42.0,48.0,10.0,Ni42.0Ti48.0Hf10.0 %,10.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,52.6,5.0,Ni42.5Ti52.6Hf4.9 %,4.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,50.6,5.0,Ni42.5Ti50.6Hf6.9 %,6.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,46.9,5.0,Ni42.5Ti46.9Hf10.6 %,10.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,44.7,5.0,Ni42.5Ti44.7Hf12.8 %,12.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,42.5,42.4,5.0,Ni42.5Ti42.4Hf15.1 %,15.1
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,42.5,42.5,10.0,Ni42.5Ti42.5Hf15.0 %,15.0
J. H. Mulder; J. Beyer; P. Donner and J. Peterseim,Shape Memory and Superelastic Technologies,On the High Temperature Shape Memory Capabilities of Ni-(TiZr) and Ni-(TiHf) Alloys,1994.0,43.0,42.0,10.0,Ni43.0Ti42.0Hf15.0 %,15.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,44.0,49.0,20.0,Ni44.0Ti49.0Hf7.0 %,7.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,51.3,5.0,Ni45.0Ti51.3Hf3.7 %,3.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,49.2,5.0,Ni45.0Ti49.2Hf5.8 %,5.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,48.6,5.0,Ni45.0Ti48.6Hf6.4 %,6.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,46.4,5.0,Ni45.0Ti46.4Hf8.6 %,8.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,44.4,5.0,Ni45.0Ti44.4Hf10.6 %,10.6
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,41.6,5.0,Ni45.0Ti41.6Hf13.4 %,13.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,45.0,39.1,5.0,Ni45.0Ti39.1Hf15.9 %,15.9
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,45.0,40.0,50.0,Ni45.0Ti40.0Hf15.0 %,15.0
S.-W. Kim; J. W. Jo; C. H. Park; J.-K. Hong; J.-T. Yeom and H.-G. Kim,Materials Science and Engineering: A,Fracture toughness of TiNiHf alloys: A hybrid study using in-situ transmission electron microscopy experiments and finite element analyses,2016.0,46.0,39.0,10.0,Ni46.0Ti39.0Hf15.0 %,15.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,46.0,44.0,10.0,Ni46.0Ti44.0Hf10.0 %,10.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,46.0,49.0,20.0,Ni46.0Ti49.0Hf5.0 %,5.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,46.0,39.0,50.0,Ni46.0Ti39.0Hf15.0 %,15.0
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,46.0,44.0,10.0,Ni46.0Ti44.0Hf10.0 %,10.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,47.0,43.0,10.0,Ni47.0Ti43.0Hf10.0 %,10.0
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,47.0,43.0,10.0,Ni47.0Ti43.0Hf10.0 %,10.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,47.1,38.2,5.0,Ni47.1Ti38.2Hf14.7 %,14.7
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,49.6,5.0,Ni47.5Ti49.6Hf2.9 %,2.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,47.1,5.0,Ni47.5Ti47.1Hf5.4 %,5.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,45.4,5.0,Ni47.5Ti45.4Hf7.1 %,7.1
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,42.7,5.0,Ni47.5Ti42.7Hf9.8 %,9.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,40.5,5.0,Ni47.5Ti40.5Hf12.0 %,12.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,38.0,5.0,Ni47.5Ti38.0Hf14.5 %,14.5
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,35.5,5.0,Ni47.5Ti35.5Hf17.0 %,17.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,47.5,37.5,50.0,Ni47.5Ti37.5Hf15.0 %,15.0
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,10.0,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,10.0,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,10.0,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,10.0,Ni47.9Ti35.7Hf16.4 %,16.4
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,48.0,42.0,10.0,Ni48.0Ti42.0Hf10.0 %,10.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,48.0,49.0,20.0,Ni48.0Ti49.0Hf3.0 %,3.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,48.0,37.0,50.0,Ni48.0Ti37.0Hf15.0 %,15.0
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,48.0,42.0,10.0,Ni48.0Ti42.0Hf10.0 %,10.0
S. Han; W. Zou; S. Jin; Z. Zhang and D. Yang,Scripta Metallurgica et Materialia,The studies of the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1995.0,48.5,36.5,10.0,Ni48.5Ti36.5Hf15.0 %,15.0
X. D. Han; Z. Zhang and T. Li,International Symposium on Shape Memory Materials,The studies of the microstructure and the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1994.0,48.5,36.5,10.0,Ni48.5Ti36.5Hf15.0 %,15.0
J. H. Mulder; J. Beyer; P. Donner and J. Peterseim,Shape Memory and Superelastic Technologies,On the High Temperature Shape Memory Capabilities of Ni-(TiZr) and Ni-(TiHf) Alloys,1994.0,48.7,36.8,10.0,Ni48.7Ti36.8Hf14.5 %,14.5
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998.0,48.8,33.7,10.0,Ni48.8Ti33.7Hf17.5 %,17.5
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,49.0,41.0,10.0,Ni49.0Ti41.0Hf10.0 %,10.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,49.0,36.0,15.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,49.0,36.0,15.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,49.0,36.0,15.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,49.0,36.0,15.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,49.0,36.0,15.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,49.0,36.0,15.0,Ni49.0Ti36.0Hf15.0 %,15.0
J. H. Kim; K. M. Kim; J. T. Yeom and S. Young,Metals and Materials International,Effect of yttrium on martensite-austenite phase transformation temperatures and high temperature oxidation kinetics of Ti-Ni-Hf high-temperature shape memory alloys,2016.0,49.0,41.0,10.0,Ni49.0Ti41.0Hf10.0 %,10.0
M. Moshref-Javadi; M. Belbasi; S. H. Seyedein and M. T. Salehi,Journal of Materials Science and Technology,Fabrication of (Ti;Hf)-rich NiTiHf Alloy Using Graphitic Mold and Crucible,2014.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
M. Moshref-Javadi; M. Belbasi; S. Seyedein and M. Salehi,,Heat Treatment of a (Ti; Hf)-Rich NiTiHf High Temperature Shape Memory Alloy,2011.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
M. Moshref-Javadi; M. Belbasi; S. Seyedein and M. Salehi,,Heat Treatment of a (Ti; Hf)-Rich NiTiHf High Temperature Shape Memory Alloy,2011.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,50.0,10.0,Ni49.0Ti50.0Hf1.0 %,1.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,49.5,10.0,Ni49.0Ti49.5Hf1.5 %,1.5
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,48.0,10.0,Ni49.0Ti48.0Hf3.0 %,3.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,46.0,10.0,Ni49.0Ti46.0Hf5.0 %,5.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,43.0,10.0,Ni49.0Ti43.0Hf8.0 %,8.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,41.0,10.0,Ni49.0Ti41.0Hf10.0 %,10.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,41.0,10.0,Ni49.0Ti41.0Hf10.0 %,10.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,40.0,10.0,Ni49.0Ti40.0Hf11.0 %,11.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,36.0,10.0,Ni49.0Ti36.0Hf15.0 %,15.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,31.0,10.0,Ni49.0Ti31.0Hf20.0 %,20.0
