Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heat Treat 2 Temperature (°C),composition,Hf (at.%)
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,50.0,29.7,1050.0,Ni50.0Ti29.7Hf20.3 %,20.3
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,50.0,40.0,950.0,Ni50.0Ti40.0Hf10.0 %,10.0
M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,50.0,35.0,950.0,Ni50.0Ti35.0Hf15.0 %,15.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,50.0,30.0,600.0,Ni50.0Ti30.0Hf20.0 %,20.0
M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,50.0,40.0,950.0,Ni50.0Ti40.0Hf10.0 %,10.0
M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,50.0,40.0,950.0,Ni50.0Ti40.0Hf10.0 %,10.0
M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,50.0,35.0,950.0,Ni50.0Ti35.0Hf15.0 %,15.0
M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,50.0,35.0,950.0,Ni50.0Ti35.0Hf15.0 %,15.0
M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,50.0,30.0,950.0,Ni50.0Ti30.0Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.1,24.9,550.0,Ni50.1Ti24.9Hf25.0 %,25.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.1,24.9,550.0,Ni50.1Ti24.9Hf25.0 %,25.0
R. Santamarta; R. Arróyave; J. Pons; A. Evirgen; I. Karaman; H. Karaca and R. Noebe,Acta Materialia,TEM study of structural and microstructural characteristics of a precipitate phase in Ni-rich Ni–Ti–Hf and Ni–Ti–Zr shape memory alloys,2013.0,50.1,24.9,900.0,Ni50.1Ti24.9Hf25.0 %,25.0
A. I. Tagiltsev; N. Y. Surikov; E. Y. Panchenko; Y. I. Chumlyakov and I. Karaman,Russian Physics Journal,Special Features of Functional Properties of Heterophase High-Strength Ni50.2Ti37.3Hf12.5 Polycrystals and Single Crystals,2019.0,50.2,37.3,127.0,Ni50.2Ti37.3Hf12.5 %,12.5
A. I. Tagiltsev; N. Y. Surikov; E. Y. Panchenko; Y. I. Chumlyakov and I. Karaman,Russian Physics Journal,Special Features of Functional Properties of Heterophase High-Strength Ni50.2Ti37.3Hf12.5 Polycrystals and Single Crystals,2019.0,50.2,37.3,127.0,Ni50.2Ti37.3Hf12.5 %,12.5
A. I. Tagiltsev; N. Y. Surikov; E. Y. Panchenko; Y. I. Chumlyakov and I. Karaman,Russian Physics Journal,Special Features of Functional Properties of Heterophase High-Strength Ni50.2Ti37.3Hf12.5 Polycrystals and Single Crystals,2019.0,50.2,37.3,127.0,Ni50.2Ti37.3Hf12.5 %,12.5
A. I. Tagiltsev; N. Y. Surikov; E. Y. Panchenko; Y. I. Chumlyakov and I. Karaman,Russian Physics Journal,Special Features of Functional Properties of Heterophase High-Strength Ni50.2Ti37.3Hf12.5 Polycrystals and Single Crystals,2019.0,50.2,37.3,127.0,Ni50.2Ti37.3Hf12.5 %,12.5
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,50.25,39.75,600.0,Ni50.25Ti39.75Hf10.0 %,10.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,50.25,37.25,600.0,Ni50.25Ti37.25Hf12.5 %,12.5
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,50.25,34.75,600.0,Ni50.25Ti34.75Hf15.0 %,15.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
