Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heat Treat 2 Temperature (°C),composition,Hf (at.%)
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,48.0,42.0,600.0,Ni48.0Ti42.0Hf10.0 %,10.0
X. D. Han; R. Wang; Z. Zhang and D. Z. Yang,Acta Materialia,A new precipitate phase in a TiNiHf high temperature shape memory alloy,1998.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
X. D. Han; R. Wang; Z. Zhang and D. Z. Yang,Materials Letters,In situ observations of the reverse martensitic transformations in a TiNiHf high temperature shape memory alloy,1997.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
X. D. Han; C. CY; R. Wang; Z. Zhang; L. JKL and Y. DZ,Materials Transactions,Martensitic transformation in Ti36. 5Ni48. 5Hf15 high temperature shape memory alloy,1997.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
X. D. Han; W. H. Zou; R. Wang; Z. Zhang and D. Z. Yang,Acta Materialia,Structure and substructure of martensite in a Ti36.5Ni48.5Hf15 high temperature shape memory alloy,1996.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
X. Han; W. Zou; R. Wang; Z. Zhang; D. Yang and K. Wu,Journal de Physique IV,The martensite structure and aging precipitates of a TiNiHf high temperature shape memory alloy,1995.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,50.5,900.0,Ni48.5Ti50.5Hf1.0 %,1.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,45.5,900.0,Ni48.5Ti45.5Hf6.0 %,6.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,36.5,900.0,Ni48.5Ti36.5Hf15.0 %,15.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,31.5,900.0,Ni48.5Ti31.5Hf20.0 %,20.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,26.5,900.0,Ni48.5Ti26.5Hf25.0 %,25.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
Y. Zhu; Z. Pu; C. Li and K. Wu,International Symposium on Shape Memory Materials,The Stability of NiTi-Pd and NiTi-Hf High Temperature Shape Memory Alloys,1994.0,48.5,21.5,900.0,Ni48.5Ti21.5Hf30.0 %,30.0
S. Han; W. Zou; S. Jin; Z. Zhang and D. Yang,Scripta Metallurgica et Materialia,The studies of the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1995.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
X. D. Han; Z. Zhang and T. Li,International Symposium on Shape Memory Materials,The studies of the microstructure and the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1994.0,48.5,36.5,1000.0,Ni48.5Ti36.5Hf15.0 %,15.0
Q. Wei; X. D. Han and Z. Zhang,Materials Letters,The substructures of martensite in a TiNiHf10 high temperature shape memory alloy,2006.0,48.5,41.5,1000.0,Ni48.5Ti41.5Hf10.0 %,10.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,49.0,36.0,900.0,Ni49.0Ti36.0Hf15.0 %,15.0
M. Moshref-Javadi; M. Belbasi; S. Seyedein and M. Salehi,,Heat Treatment of a (Ti; Hf)-Rich NiTiHf High Temperature Shape Memory Alloy,2011.0,49.0,36.0,1000.0,Ni49.0Ti36.0Hf15.0 %,15.0
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994.0,49.0,41.0,800.0,Ni49.0Ti41.0Hf10.0 %,10.0
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994.0,49.0,41.0,800.0,Ni49.0Ti41.0Hf10.0 %,10.0
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994.0,49.0,41.0,800.0,Ni49.0Ti41.0Hf10.0 %,10.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,50.0,600.0,Ni49.0Ti50.0Hf1.0 %,1.0
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,49.5,600.0,Ni49.0Ti49.5Hf1.5 %,1.5
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,49.0,48.0,600.0,Ni49.0Ti48.0Hf3.0 %,3.0
